Sr.,Taxpayer Name,Registration No.,Tax Paid
3280,ALLIED INDUSTRIES (PRIVATE) LIMITED,804184,-
3281,ALLIED INDUSTRIES HUB (PRIVATE) LIMITED.,709593,"18,210,068"
3282,ALLIED INTERNATIONAL AIR SERVICES (PRIVATE) LIMITED,8906209,-
3283,ALLIED INTERNATIONAL CORPORATION (PRIVATE) LIMITED,222511,"67,843"
3284,ALLIED LINKS (PRIVATE) LIMITED,7507958,-
3285,ALLIED LOGISTICS (PRIVATE) LIMITED (PVT.) LIMITED,2196827,"2 10,455"
3286,ALLIED MARKETING (PRIVATE) LIMITED,786151,"1,194,994"
3287,ALLIED MATERIALS (PRIVATE) LIMITED,8910028,-
3288,ALLIED OILS AND ENERGY(PRIVATE) LIMITED,4150490,"1,270,689"
3289,ALLIED PAINT INDUSTRIES (PVT.) LIMITED,7257275,-
3290,ALLIED PETROLEUM (PVT.) LIMITED,7206295,-
3291,ALLIED PLASTICS INDUSTRIES (PRIVATE) LIMITED,709598,"3,161,225"
3292,ALLIED POWER PRODUCTS (PRIVATE) LIMITED,2916740,"1 19,422"
3293,ALLIED PRECISION ENGINEERING PRODUCTS (PRIVATE) LIMITED,711677,-
3294,ALLIED PRESS ( (PRIVATE)) LIMITED,667462,"16,128"
3295,ALLIED PROTECTORS (PRIVATE) LIMITED,1447885,"52,602"
3296,ALLIED RECORD MANAGEMENT COMPANY (PVT.)LIMITED,4377230,"1,016,313"
3297,ALLIED RENTAL MODARBA,2709800,-
3298,ALLIED SERVICES INTERNATIONAL (PRIVATE) LIMITED,520872,"5 64,562"
3299,ALLIED SMART INTEGRATED MANAGEMENT AND COMPANY (PRIVATE)LIMITED,4125140,-
3300,ALLIED SOLAR (PRIVATE) LIMITED,4023111,"75,267"
3301,ALLIED SOLVENT PLANT (PRIVATE) LIMITED,3333827,"15,036,536"
3302,ALLIED STEEL WORKS (PRIVATE) LIMITED,4216211,"1,760,527"
3303,ALLIED SUPPLIES AND SERVICES PRIVATE LIMITED,4279971,"1,153,295"
3304,ALLIED TESTING SERVICES (PRIVATE) LIMITED,5013176,-
3305,ALLIED TRAVEL & TOURS (PRIVATE) LIMITED,4029191,"15,000"
3306,ALLIED WEAVERS (PRIVATE) LIMITED,222516,-
3307,ALLIED WIRE & CABLES (PRIVATE) LIMITED,709599,"1,853,522"
3308,ALLMED (PRIVATE) LIMITED,2797411,"2,024,680"
3309,ALL-N-ONE FACILITIES SERVICES (PRIVATE) LIMITED,7571818,-
3310,ALLOMATE SOLUTIONS (PRIVATE) LIMITED,7608373,-
3311,ALL-PAKISTAN CHINESE ENTERPRISES' ASSOCIATION,8890907,-
3312,ALLPORT CARGO SERVICES (PRIVATE) LIMITED,3415457,"3,043,325"
3313,ALLROUNDER SERVICES (PRIVATE) LIMITED,8957277,-
3314,ALLSEAS SHIPPING AND LOGISTICS (PRIVATE) LIMITED,3240904,-
3315,ALL-STORY (PRIVATE) LIMITED,7994875,-
3316,ALLTECH PAKISTAN (PRIVATE) LIMITED,3185435,"6,242,479"
3317,ALLTEL BUSINESS SOLUTIONS (PVT.) LIMITED,4387960,-
3318,ALLTRAC (PVT.) LIMITED,3254232,"1 13,884"
3319,ALLUMINIUM PROCESSING INDUSTRIES INTERNATIONAL (PRIVATE) LIMITED,709616,"12,308,659"
3320,ALLY SONS FABRICS (PRIVATE) LIMITED,224045,-
3321,ALLY TRADECORP INT'L (PVT.) LIMITED,7250363,-
3322,ALLYANCE UNITED PRIVATE LIMITED,4441372,"7 22,335"
3323,ALM HR CONSULTING (PRIVATE) LIMITED,4109427,"48,619"
3324,ALM INDENTO (PRIVATE) LIMITED,7889137,-
3325,ALM OUTSOURCING SERVICES (PRIVATE) LIMITED,3066078,"2 74,914"
3326,ALM PROFESSIONAL SERVICES (PVT.) LIMITED,7391016,"4 43,829"
3327,ALMA CAPITAL INVESTMENT FUNDS - ALMA VICTOIRE ASIA SMID EQUITY FUND,7386789,-
3328,ALMA1938 (PVT.) LIMITED,7244670,-
3329,ALMAAN TRAVELS & TOURS (PRIVATE) LIMITED,3985754,-
3330,AL-MAAZ FOODS (PVT.) LIMITED,7963891,"29,700"
3331,AL-MADAD HOLDINGS (PRIVATE) LIMITED,7523114,-
3332,AL-MADAD TRADERS (SMC-PVT.) LIMITED,7254944,-
3333,AL-MADAKH TRAVEL & TOURS (PRIVATE) LIMITED,2675534,"2 65,000"
3334,AL-MADEENA MAT INDUSTRIES (PRIVATE) LIMITED,4124665,-
3335,ALMADINA AVIATION (PRIVATE) LIMITED,3979400,-
3336,AL-MADINA FLOUR MILLS (PRIVATE) LIMITED,3781766,"5,026,787"
3337,AL-MADINA GINNING INDUSTRIES (PRIVATE) LIMITED,4019015,-
3338,AL-MADINA HAJJ SERVICES (PRIVATE) LIMITED,2463314,-
3339,AL-MADINA HARMAIN TRAVEL & TOURS (PRIVATE) LIMITED,2572173,-
3340,AL-MADINAH AL-MUNAWARA TRAVELS & TOURS (PRIVATE) LIMITED,2598671,"2 50,000"
3341,AL-MADNI SHAHRAHA TOUR & TRAVELS (PVT.) LIMITED,3972053,-
3342,AL-MADNI SOCIAL WELFARE DEVELOPMENT ORGANIZATION,5039554,-
3343,AL-MADNI TRAVELS (PRIVATE)LIMITED,2679923,"3,902"
3344,AL-MAIDA BUSINESS NETWORK (PVT.) LIMITED,7141281,"2,571"
3345,ALMAIR FOODS (PVT.) LIMITED,7378293,"40,065"
3346,AL-MAJEED IBRAHIM STEEL INDUSTRIES (PRIVATE) LIMITED,3536969,"26,714,028"
3347,AL-MAJID GLOBAL SERVICES,4355842,-
3348,AL-MAJMOOA IQBAL (SMC-PVT.) LIMITED,7434867,-
3349,AL-MAKHDOOM ENTERPRISES (PRIVATE) LIMITED,7470442,-
3350,AL-MAKKAH OIL REFINERY  LIMITED,4283936,-
3351,AL-MAKKAH PRESS (PRIVATE) LIMITED,786136,"2 71,906"
3352,AL-MAKKAH SULEMAN TOURS & TRAVELS (PRIVATE) LIMITED,2303272,"4 11,971"
3353,AL-MAKKAH TOURS AND TRAVELS (PVT.) LIMITED,5281200,-
3354,AL-MAKKI FUELS (PRIVATE) LIMITED,2710759,"2,330,709"
3355,AL-MAKKI MADNI HAJJ SERVICES (PRIVATE) LIMITED,2669109,-
3356,AL-MALIK SECURITY SERVICES PAKISTAN (PRIVATE) LIMITED,2011123,"3 24,365"
3357,AL-MAMOORAH INTERNATIONAL (PRIVATE) LIMITED,2460875,"2 82,460"
3358,ALMAN SEYYAM POWER (PVT.) LIMITED,7319957,-
3359,ALMAN SEYYAM SUGAR MILLS (PVT.) LIMITED,7249237,-
3360,AL-MANARAAT HAJJ & UMRAH SERVICES (PRIVATE) LIMITED,2461137,"5 09,584"
3361,AL-MANASIK TRAVEL & TOURS (PRIVATE) LIMITED,2461287,"34,460"
3362,AL-MANSOOR (PRIVATE) LIMITED,687869,"26,395,482"
3363,AL-MANSOOR TRADING AGENCIES (PRIVATE) LIMITED,709526,-
3364,AL-MANSOORAH HAJJ & UMRAH SERVICES (PRIVATE) LIMITED,2668646,-
3365,AL-MANSOORI INTERNATIONAL TRAVEL & TOURS (PRIVATE) LIMITED,8926652,-
3366,AL-MAQSOOD TRUST PAKISTAN,5977087,-
3367,ALMARI GLOBAL (PRIVATE) LIMITED,4177779,-
3368,AL-MARIA HAJJ & UMRAH SERVICES (PRIVATE) LIMITED,4111640,-
3369,AL-MARJAN TRADING (PRIVATE) LIMITED,3931521,-
3370,ALMARKAZ TRUST,7424050,-
3371,AL-MAROOF TRAVELS & TOURS (PRIVATE) LIMITED,2389362,"9 24,518"
3372,ALMARWA FEED PRIVATE LIMITED,4264619,-
3373,AL-MARWA HAJJ & UMRAH SERVICES (PRIVATE) LIMITED,2461323,"6 23,438"
3374,AL-MARWAT HAJJ & UMRAH SERVICES (PRIVATE) LIMITED,2460363,"1 64,104"
3375,AL-MARYAM (PRIVATE) LIMITED,2696310,-
3376,AL-MARYAM WELFARE TRUST (AMWT),7965080,-
3377,AL-MARYAM WELFARE TRUST INTERNATIONAL (REGD.),4135875,-
3378,ALMAS AND A QADIR CHARITABLE TRUST,4357982,-
3379,ALMAS CARPET PRIVATE LIMITED,4264612,"1 32,716"
3380,ALMAS GAS (PVT.) LIMITED,7414068,"3 05,431"
3381,ALMAS INTERNATIONAL TRADERS (PRIVATE) LIMITED,7982116,-
3382,ALMAS MARKETING COMPANY PRIVATE LIMITED,4359978,-
3383,ALMAS PIPES AND FITTINGS (PVT.) LIMITED,5136002,-
3384,ALMAS RETAIL (PRIVATE) LIMITED,7504205,"2,606,167"
3385,ALMAS ZAKA-UR-REHMAN (PRIVATE) LIMITED,2463672,"3,734,156"
3386,AL-MASANI HAJJ & UMRAH SERVICES (PRIVATE) LIMITED.,2459988,-
3387,AL-MASAR TRAVEL & TOURISM CO (PVT.) LIMITED,5009110,-
3388,AL-MASHAIR (PRIVATE) LIMITED,1265937,"16,541"
3389,AL-MASHAIR TRAVEL & TOURS (PRIVATE) LIMITED,2459643,"5 34,375"
3390,AL-MASHOOR (PRIVATE) LIMITED,7410953,-
3391,AL-MASHRIQ EDUCATIONAL SOCIETY,3402389,"44,815"
3392,AL-MASHRIQ TRAVEL & TOURS (PRIVATE) LIMITED,3981614,-
3393,AL-MASOOD & COMPANY (PVT.) LIMITED,7361585,"7,929,527"
3394,AL-MASOOM INTERNATIONAL TRUST,3550484,-
3395,AL-MATAFF INTERNATIONAL TRAVEL & TOURS (PRIVATE) LIMITED,2672672,"12,547"
3396,AL-MATIN SECURITY SERVICES (PRIVATE) LIMITED,2296985,"3,000,376"
3397,ALMATTI INTERNATIONAL TRUST,4416514,-
3398,AL-MEEQAT INT TRAVEL & TOUR (PRIVATE) LIMITED,2675316,"4 56,530"
3399,AL-MEERAAN HAJJ & UMRA (PRIVATE) LIMITED,2464362,"3 00,791"
3400,ALMEEZAN (PVT.) LIMITED,2300256,"9,075"
3401,AL-MEEZAN ASSOCIATES (PRIVATE) LIMITED,3929853,"54,150"
3402,AL-MEEZAN EDUCATIONAL SOCIETY,3583912,-
3403,AL-MEEZAN FERTILIZER COMPANY LIMITED,1871597,-
3404,AL-MEEZAN INVESTMENT MANAGEMENT LIMITED,2976701,"388,896,581"
3405,AL-MEEZAN INVESTMENT MANAGEMENT LIMITED EMPLOYEES GRATUITY FUND,7375827,-
3406,AL-MEEZAN MUTUAL FUND LIMITED,823419,-
3407,AL-MEHBOOB INDUSTRIES (PRIVATE) LIMITED,1299814,"5 85,528"
3408,AL-MEHBOOB WELFARE SOCIETY,3825580,-
3409,AL-MEHBOOB-UL-KARIM (PRIVATE) LIMITED,3657911,"34,927"
3410,AL-MEHMOOD HAJJ & UMRAH SERVICES (PVT.) LIMITED,2398802,-
3411,ALMEHMOODIA HOLDINGS (PVT.) LIMITED,7421169,-
3412,AL-MEHRAN (PRIVATE) LIMITED,709530,"6 74,220"
3413,AL-MEHRAN BUILDERS PAKISTAN (PRIVATE) LIMITED,687867,"9,645,315"
3414,AL-MEHTAB TRAVEL AND TOUR (PRIVATE) LIMITED,2659594,-
3415,AL-MEHWISH TRAVEL & TOURS (PRIVATE) LIMITED,2682231,"2,018"
3416,AL-MEMAR BIO (PRIVATE) LIMITED,7969157,-
3417,AL-MERAJ (PRIVATE) LIMITED,656574,"3,746,768"
3418,AL-MERAJ COLD STORAGE (PRIVATE) LIMITED,8944862,-
3419,AL-MEZAN HAJJ GROUP (PRIVATE) LIMITED,2458405,"9 81,440"
3420,ALMIFTH HOLDING PVT LIMITED,4346144,"10,147,630"
3421,AL-MINHAS INTERNATIONAL ENTERPRISES (PRIVATE) LIMITED,4015768,-
3422,AL-MIRAJ TRADERS & BUILDERS (PVT.) LIMITED,7397123,"14,575"
3423,ALMIRAJ TRAVELS HAJJ & UMRAH SERVICES (PVT.) LIMITED,5284183,-
3424,AL-MIUNIM TRAVELS (PRIVATE) LIMITED,2648525,-
3425,AL-MIZAN FOUNDATION,3640139,-
3426,AL-MOAZZIN HAJJ & UMRAH SERVICES (PRIVATE) LIMITED,2456676,"1,449,607"
3427,AL-MOEEZ INTERNATIONAL HAJJ & UMRAH (PRIVATE) LIMITED,2667407,"8,811"
3428,AL-MOGAZI HAJJ SERVICES (PRIVATE) LIMITED,2659841,"38,884"
3429,ALMOHID HAJJ UMRA SERVICES (PRIVATE) LIMITED,2460266,"7 07,063"
3430,AL-MOHSINAT TRUST,3248809,-
3431,ALMOIZ INDUSTRIES LIMITED,2389374,-
3432,AL-MOMIN CO-OPERATIVE DAIRY FARMING SOCIETY LIMITE,3043374,"30,240"
3433,AL-MOMIN PACKAGING INDUSTRIES (PVT.) LIMITED,7126539,-
3434,AL-MORHAF HAJJ & UMRAH SERVICES (PVT.) LIMITED,5295214,-
3435,ALMS 360,7956905,-
3436,AL-MUAQQIR BUILDERS (PVT.) LIMITED,7228937,-
3437,AL-MUBASHARAH TRAVELS & TOURS (SMC-PRIVATE) LIMITED,8997997,-
3438,AL-MUBROORA ASHRAFI TRAVEL & TOURS (PRIVATE) LIMITED,2670316,"29,220"
3439,AL-MUDABBIRAAT TRAVELS (PRIVATE) LIMITED,7985577,-
3440,AL-MUDASSAR LINKS (PRIVATE) LIMITED,2529267,-
3441,AL-MUGHNI INTERNATIONAL (PVT.) LIMITED,7218708,-
3442,AL-MUGHNI TRAVEL & TOURS (PVT) LIMITED,4339721,"28,121"
3443,AL-MUHAFIZ (PRIVATE)LIMITED,2673235,"3 74,434"
3444,AL-MUHAMMAD DIN TRAVELS & TOURS (PRIVATE) LIMITED,3351405,"30,487"
3445,AL-MUJAHID SECURITY SERVICES (PRIVATE) LIMITED,3427038,"81,636"
3446,AL-MUJTABA (PRIVATE) LIMITED,2665200,"10,612"
3447,AL-MUJTABA EDUCATION TRUST,7997363,-
3448,AL-MUJTABA OIL & GHEE INDUSTRIES (PRIVATE) LIMITED,7555152,-
3449,AL-MUJTABA TRAVEL & TOURS (PRIVATE) LIMITED,3112255,-
3450,AL-MUKHTAR FLOUR & GENERAL MILLS (PRIVATE) LIMITED,3967420,"1,489,193"
3451,AL-MUMEET HAJJ & UMRA SERVICES (PRIVATE)LIMITED,2644412,-
3452,AL-MU'MIN ESTATE (PRIVATE) LIMITED,7889082,-
3453,AL-MUMTAZ SULEHRI TOURS AND TRAVELS (PVT.) LIMITED,7320912,"10,555"
3454,AL-MUMTAZ TEXTILE INDUSTRIES (PRIVATE) LIMITED,660002,"3,354,052"
3455,AL-MUNAWAR GARMENTS INDUSTRIES (PRIVATE) LIMITED,3048741,-
3456,AL-MUNAWAR HAJJ & UMRA SERVICES (PRIVATE) LIMITED,2661928,-
3457,AL-MUNAZZAM TRAVEL & TOURS (PVT.) LIMITED,7260623,"19,546"
3458,AL-MUNEEB FOUNDATION,2894167,-
3459,AL-MUNJI INTERNATIONAL (PRIVATE) LIMITED,3622852,"30,232"
3460,AL-MUNTAHA HAJJ & UMRAH SERVICES (PRIVATE) LIMITED,5182767,-
3461,AL-MUQADAS TOURS (PVT.) LIMITED,2457553,"6 06,375"
3462,AL-MUQADDIM FOUNDATION,4380819,-
3463,AL-MUQEEM GAS STATION (PRIVATE) LIMITED,2696312,-
3464,AL-MUQEET CNG (PRIVATE) LIMITED,1351378,"1,540,721"
3465,AL-MUQEET INTERNATIONAL (PRIVATE) LIMITED,787655,-
3466,AL-MUQEET SECURITY SERVICES (PRIVATE) LIMITED,2255971,"1 66,229"
3467,AL-MUQEET SEED CORPORATION (SMC-PRIVATE) LIMITED,7952672,-
3468,AL-MUQEET TEXTILES (PRIVATE) LIMITED,1858071,"31,775,752"
3469,AL-MUQEET TRUST,7889113,"4,719,200"
3470,AL-MURTAZA COTTON INDUSTRIES (PRIVATE) LIMITED,688614,-
3471,ALMURTAZA GARMENT MACHINERY CO. (SMC-PRIVATE) LIMITED,7563830,-
3472,AL-MURTAZA HAJJ & UMRAH SERVICES (PVT.) LIMITED,2458529,"5 63,063"
3473,AL-MURTAZA INTERNATIONAL TRADING (PRIVATE) LIMITED,3366226,-
3474,AL-MURTAZA LAGHARI & COMPANY (PRIVATE) LIMITED,8950897,-
3475,AL-MURTAZA MACHINERY COMPANY (PRIVATE) LIMITED,709556,"1,242,104"
3476,AL-MURTAZA MANAGEMENT COMPANY (PRIVATE) LIMITED,3051347,-
3477,AL-MURTAZA MATCH FACTORY (PRIVATE) LIMITED,796039,"3 72,739"
3478,AL-MURTAZA SCHOOL EMPLOYEES PROVIDENT FUND,5035283,-
3479,AL-MUSA TRAVEL & TOURS (PRIVATE) LIMITED,4010039,"4,439,892"
3480,AL-MUSADDIQ CONSTRUCTION ENGINEERS (PVT.) LIMITED,7216199,-
3481,AL-MUSANI INTERNATIONAL (PRIVATE) LIMITED,2461301,"5 76,054"
3482,AL-MUSAWIR (PRIVATE) LIMITED,804164,-
3483,AL-MUSHAF TRAVELS  & TOURS( PVT ) LIMITED,4369987,-
3484,AL-MUSHERA TRAVELS & TOURS (PRIVATE) LIMITED,2869702,"1 19,269"
3485,AL-MUSKOOR INTERNATIONAL SERVICES (PVT.) LIMITED,2665408,"3,199"
3486,ALMUSNET (PVT.) LIMITED,7490042,"23,947"
3487,ALMUSNET INC,7489888,-
3488,AL-MUSSAWAR TRAVEL & TOURS (PVT.) LIMITED,4291012,-
3489,AL-MUSTAFA CONTRACTOR (PRIVATE) LIMITED,4431345,"3,329,365"
3490,AL-MUSTAFA DEVELOPMENT ORGANIZATION (AMDO),7907393,-
3491,AL-MUSTAFA ENERGY COMPANY (PRIVATE) LIMITED,7864901,-
3492,AL-MUSTAFA FOUNDATION,5183167,-
3493,AL-MUSTAFA HAJJ TOURS (PRIVATE) LIMITED,2460620,"94,443"
3494,AL-MUSTAFA INDUSTRIAL SERVICES (PRIVATE) LIMITED,8938193,-
3495,AL-MUSTAFA INTERNATIONAL TRUST,4206282,-
3496,AL-MUSTAFA TRAVEL & TOURS (PVT.) LIMITED,4304477,"15,075"
3497,AL-MUSTAFA WELFARE SOCIETY (REGD) LAHORE,7379875,-
3498,AL-MUSTAQEEM HAJJ & UMRA SERVICES (PRIVATE) LIMITED,2665405,-
3499,AL-MUTAYYAB (PRIVATE) LIMITED,2662342,"6 66,250"
3500,AL-MUTTAQEEN HAJJ & UMRAH (PRIVATE) LIMITED,2461528,-
3501,AL-MYAMIQ (PVT.) LIMITED,7210470,-
3502,ALNADWA EDUCATIONAL TRUST,3380546,-
3503,AL-NAEEM TRAVELS & TOURS (PRIVATE) LIMITED,2675302,"1 35,601"
3504,AL-NAFAY FOOD & TRADING (PRIVATE) LIMITED,8905513,-
3505,AL-NAFAY KARWAN HAJJ & UMRA (PRIVATE) LIMITED,2940061,-
3506,AL-NAHDEE INTERNATIONAL TRAVEL & TOURS (PVT.) LIMITED,7391062,-
3507,AL-NAJD HAJJ SERVICES (PRIVATE) LIMITED,2675376,"4 13,135"
3508,AL-NAKHAL ARABIAN CUISINE (PRIVATE) LIMITED,3997628,"1 74,028"
3509,AL-NAKHAL GENERAL TRADING (PRIVATE) LIMITED,7872465,-
3510,AL-NASEEB TRAVELS & TOURS (PRIVATE) LIMITED,3103579,"3,193"
3511,AL-NASIR GARMENTS (PVT.) LIMITED,709534,"4 17,871"
3512,AL-NASR AVIATION PRIVATE LIMITED,3816049,"21,036"
3513,ALNASR INTERNATIONAL (PRIVATE) LIMITED,3604973,"1,066,732"
3514,AL-NASR TEXTILES LIMITED,1281968,-
3515,AL-NASR TRAVELS (PRIVATE) LIMITED,2458723,"1,564,021"
3516,AL-NIJAT,7934423,-
3517,AL-NISA TRAVELLES (PRIVATE) LIMITED,2674959,"6 35,031"
3518,AL-NISAA (PVT) LTD,7268437,"6,563"
3519,AL-NOOR AGRO OIL (PVT.) LIMITED,7332085,-
3520,AL-NOOR AUTOFUEL (PVT.) LIMITED,2292788,-
3521,AL-NOOR BUILDERS & CONSTRUCTION HUB (PVT.) LIMITED,7305696,"119,467,134"
3522,AL-NOOR CHICKS (PRIVATE) LIMITED,659846,-
3523,AL-NOOR FERTLIZER INDUSTRIES LIMITED,5435343,-
3524,ALNOOR FLOUR MILLS (PRIVATE) LIMITED,3909083,"4 36,764"
3525,AL-NOOR HEALTH CARE & EDUCATION SERVICES (PRIVATE) LIMITED,2797039,"34,319,996"
3526,AL-NOOR HEALTHCARE FOUNDATION,7248268,-
3527,AL-NOOR HERBAL RESEARCH (PRIVATE) LIMITED,3952989,-
3528,AL-NOOR LINKS CABLE NETWORK (PRIVATE) LIMITED,7432760,-
3529,AL-NOOR MEDICA (PRIVATE) LIMITED,2285610,"1 01,616"
3530,AL-NOOR MODARABA MANAGEMENT (PRIVATE) LIMITED,709537,"2 47,690"
3531,AL-NOOR NETCOMMS (SMC-PRIVATE) LIMITED,8915786,-
3532,AL-NOOR OIL EXTRACTION PLANT (PRIVATE) LIMITED,3190564,"36,771,004"
3533,AL-NOOR PETROLEUM (PVT.) LIMITED,7314330,-
3534,AL-NOOR PROCESSING & TEXTILE MILLS (PRIVATE) LIMITED,658535,"5,877,955"
3535,AL-NOOR REFRACTORIES (PRIVATE) LIMITED,657325,"6 98,655"
3536,AL-NOOR SERVICES (PRIVATE) LIMITED,3122554,-
3537,AL-NOOR SOLVENT PLANT (PRIVATE) LIMITED,7959836,-
3538,AL-NOOR SUGAR MILLS LIMITED,709538,"1,625,093"
3539,ALNOOR TERMINAL PVT LIMITED,4384938,"3,449,950"
3540,AL-NOOR WELFARE FOUNDATION,8889071,-
3541,AL-NOOR WELFARE FOUNDATION AL-NOOR HOSPITAL,7290544,"2 76,000"
3542,AL-NOOR WELFARE INTERNATIONAL TRUST,7204934,-
3543,ALNOOR WELFARE TRUST,2956879,-
3544,AL-NOORANI MULTIPURPOSE CO-OPERATIVE SOCIETY LIMITED,2828306,"2 15,631"
3545,ALNU TRUST,1496637,"11,224,914"
3546,AL-NUH HAJJ & UMRAH TOURS (PRIVATE) LIMITED,3981487,-
3547,ALOE VERA (PVT.) LIMITED,7352366,-
3548,ALOFT ASSOCIATES (PRIVATE) LIMITED,7894148,"81,648"
3549,ALOHA (SMC) (PRIVATE)LIMITED,3643195,-
3550,ALOKOZAY INTERNATIONAL (PRIVATE) LIMITED,3037524,-
3551,ALONE RANGER TACTICAL GEAR (PVT.) LIMITED,7383310,-
3552,ALOO & MINOCHER DINSHAW,709603,-
3553,AL-OWAIS EXPRESS (PVT.) LIMITED,4022654,-
3554,ALPA SERVICES (PVT.) LIMITED,7125419,"1 30,639"
3555,ALPAC HEALTHCARE (PRIVATE) LIMITED,8928832,-
3556,AL-PANAH FOUNDATION,3371010,-
3557,AL-PARVEN PAPER MILL (PRIVATE) LIMITED,1810406,"2,020,564"
3558,ALPHA AND OMEGA SOLUTIONS (PRIVATE) LIMITED,7540640,-
3559,ALPHA APEX (PRIVATE) LIMITED,3055847,-
3560,ALPHA ARTEMIS (PVT.) LIMITED,4224000,"4 23,397"
3561,ALPHA AVIATION SOLUTIONS (SMC-PRIVATE) LIMITED,7924468,-
3562,ALPHA BRAVO (PRIVATE) LIMITED,3119645,-
3563,ALPHA BRIDGE COM (PVT.) LIMITED,7170837,-
3564,ALPHA CHEMICALS (PRIVATE) LIMITED EMPLOYEES PROVIDENT FUND,5207371,-
3565,ALPHA CHEMICALS (PVT.) LIMITED,1328170,"20,855,611"
3566,ALPHA COLLEGE (PRIVATE) LIMITED,7432741,-
3567,ALPHA CONTAINER INDUSTRIES (PVT.) LIMITED,3239632,"5,013,648"
3568,ALPHA DAIRIES (PRIVATE) LIMITED,2606550,"69,225"
3569,ALPHA DEVELOPERS (PRIVATE) LIMITED,2547866,-
3570,ALPHA EDUCATION NETWORK (SMC-PRIVATE) LIMITED,7522122,"1,684,387"
3571,ALPHA EVOLUTION ENTERPRISES (PRIVATE) LIMITED,7468871,-
3572,ALPHA FARMS (PRIVATE) LIMITED,3393138,-
3573,ALPHA FOUNDATION,4274876,515
3574,ALPHA GAS (PRIVATE) LIMITED,2539385,"58,439"
3575,ALPHA GENOMICS (PRIVATE) LIMITED,7499255,"27,469"
3576,ALPHA GLOBAL ENTERPRISES (PRIVATE) LIMITED,7550721,"19,332"
3577,ALPHA GREEN (PRIVATE) LIMITED,3560902,"4 81,347"
3578,ALPHA INSURANCE COMPANY LIMITED,709605,"51,231"
3579,ALPHA INSURANCE COMPANY LIMITED STAFF PROVIDENT FUND,7895963,-
3580,ALPHA INTEGRATED TECHNOLOGIES (PRIVATE) LIMITED,7611870,-
3581,ALPHA KNITTING (PRIVATE) LIMITED,1432337,"4,444,875"
3582,ALPHA LAMBDA MU (PRIVATE) LIMITED,1693042,-
3583,ALPHA LUMINAIRE (PRIVATE) LIMITED,4259084,-
3584,ALPHA MEDICAL (PVT.) LIMITED,7202787,-
3585,ALPHA PACKAGING (PRIVATE) LIMITED,3822333,"8 54,268"
3586,ALPHA PAKCHIP (SMC-PRIVATE) LIMITED,3913855,-
3587,ALPHA PENTA (PVT.) LIMITED,3233933,"1,500,381"
3588,ALPHA PIPE INDUSTRIES (PRIVATE) LIMITED,3089343,"14,871,902"
3589,ALPHA PLUS (PRIVATE) LIMITED,1356701,-
3590,ALPHA REAL ESTATE & SERVICES (PRIVATE) LIMITED,2944004,"13,187,066"
3591,ALPHA RENEWABLES (SMC-PVT) LIMITED,4005592,"2 51,403"
3592,ALPHA RESOURCES PVT LTD,4344140,-
3593,ALPHA SAFETEC (PRIVATE) LIMITED,7906311,-
3594,ALPHA SECURITY SERVICES (PRIVATE) LIMITED,3058313,"70,911"
3595,ALPHA SYSTEMS (PRIVATE) LIMITED,2838970,"1 04,800"
3596,ALPHA TAPES (PRIVATE) LIMITED,709607,-
3597,ALPHA TECHNOLOGIES INTERNATIONAL (SMC-PRIVATE) LIMITED,7431685,-
3598,ALPHA TUBE (PRIVATE) LIMITED,7982087,-
3599,ALPHA XEROTECH (PVT.) LIMITED,7203523,-
3600,ALPHAENTERPRISES (PVT.) LIMITED,7141490,"4 23,489"
3601,ALPHAMED PHARMACEUTICALS (PRIVATE) LIMITED,7997732,-
3602,ALPHATECH (PRIVATE) LIMITED,7998224,-
3603,ALPHAWHITE COSMETICS (SMC-PRIVATE) LIMITED,7884725,-
3604,ALPHONSO CORPORATION ( (PRIVATE)) LIMITED,1472182,-
3605,ALPIAAL SERVICES (PVT.) LIMITED,7176574,-
3606,ALPIAL WELFARE TRUST,7620534,-
3607,AL-PIALL ASSOCIATE (PRIVATE) LIMITED,3081343,-
3608,ALPINE CHEMICAL SOLUTIONS (PVT.) LIMITED,7287614,"1,562,299"
3609,ALPINE DEVELOPERS (PRIVATE) LIMITED,2301854,-
3610,ALPINE INDUSTRIAL CONE LIMITED,667517,"6 67,806"
3611,ALPINE INTERNATIONAL (PRIVATE) LIMITED,801227,"44,026"
3612,AL-PINE INTERNATIONAL EXCHANGE COMPANY-B (PRIVATE) LIMITED,3045445,"6 76,501"
3613,ALPINE MARINE SERVICES (PRIVATE) LIMITED,1249865,"2,709,967"
3614,ALPINE SECURITY SERVICES (PRIVATE) LIMITED,1846841,"5 21,384"
3615,ALPINE SYSTEMS (PRIVATE) LIMITED,4138225,-
3616,ALPS METIS GLOBAL MICRO CAP VALUE FUND,5114131,-
3617,AL-QADIR CAMPUSES OF THE EDUCATORS (PRIVATE) LIMITED,7426534,-
3618,AL-QADIR HAJJ & UMRAH SERVICES (PRIVATE) LIMITED,2464363,"7 16,250"
3619,AL-QADIR SEED CORPORATION (PRIVATE) LIMITED,2285244,"1,302,891"
3620,AL-QADIR TEXTILE MILLS LIMITED,656498,"22,973,784"
3621,AL-QADSIA INTERNATIONAL TRAVEL & TOURS (PVT.) LIMITED,2474343,"4 43,575"
